,kepid,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,habitable
91,4936180,0.0,0,0,0,0,4.64090031,1.485e-05,-1.485e-05,173.64638,0.00261,-0.00261,1.28,0.098,-0.07,35.512,0.274,-0.274,2450.6,11.7,-11.7,30.09,5.79,-3.14,1155.0,,,421.08,257.38,-124.0,296.9,1.0,6463.0,205.0,-205.0,4.5,0.087,-0.163,0.826,0.159,-0.086,295.11371,40.071171,15.27,1.0
92,10875245,0.992,0,0,0,0,14.74914825,2.174e-05,-2.174e-05,138.77799,0.00118,-0.00118,0.173,0.262,-0.173,6.0995,0.044,-0.044,430.2,4.2,-4.2,2.89,0.13,-0.1,874.0,,,137.91,19.38,-15.39,107.4,1.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,1.0
93,5021899,1.0,0,0,0,0,21.81295996,7.229e-05,-7.229e-05,174.01085,0.00261,-0.00261,0.053,0.394,-0.053,4.3791,0.091,-0.091,1175.4,35.8,-35.8,3.38,0.91,-0.49,639.0,,,39.33,31.88,-13.85,37.8,1.0,5601.0,166.0,-166.0,4.41,0.116,-0.188,0.999,0.269,-0.145,294.77686,40.15374,15.54,1.0
94,5115978,,0,0,0,0,1.028436523,7.05e-07,-7.05e-07,170.228582,0.00054,-0.00054,1.5734,0.2599,-0.3164,1.8606,0.034,-0.034,8098.0,127.0,-127.0,72.77,27.71,-8.6,1947.0,,,3400.48,3879.25,-1109.02,89.6,,6228.0,183.0,-219.0,4.428,0.077,-0.272,0.99,0.377,-0.117,296.00699,40.295429,15.202,1.0
95,5164255,1.0,0,0,0,0,15.37562369,1.017e-05,-1.017e-05,173.61402,0.000608,-0.000608,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,15337.0,114.0,-114.0,11.01,0.44,-0.82,600.0,,,30.54,4.61,-5.99,166.0,1.0,4986.0,79.0,-79.0,4.496,0.075,-0.025,0.833,0.033,-0.062,283.25354,40.358189,16.422,1.0
96,5252423,1.0,0,0,0,0,8.10363271,2.032e-05,-2.032e-05,176.9486,0.00205,-0.00205,0.047,0.409,-0.047,3.161,0.0635,-0.0635,887.9,24.5,-24.5,2.11,0.18,-0.2,687.0,,,52.82,16.3,-14.35,39.3,1.0,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289,1.0
97,5252423,1.0,0,0,0,0,4.71510843,1.941e-05,-1.941e-05,134.96178,0.00324,-0.00324,0.258,0.195,-0.258,2.506,0.103,-0.103,417.5,22.0,-22.0,1.46,0.12,-0.14,823.0,,,108.84,33.58,-29.57,21.3,2.0,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289,1.0
98,5272878,1.0,0,0,0,0,6.365839713,8.06e-06,-8.06e-06,171.13575,0.001,-0.001,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,780.7,13.1,-13.1,2.44,0.6,-0.21,914.0,,,165.33,121.73,-40.81,70.8,1.0,5776.0,155.0,-155.0,4.554,0.042,-0.168,0.849,0.212,-0.071,291.14951,40.420521,15.09,1.0
99,5651104,1.0,0,0,0,0,3.04033046,3.37e-07,-3.37e-07,169.9490106,8.86e-05,-8.86e-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,10859.0,25.8,-25.8,8.99,0.8,-0.99,1021.0,,,257.29,86.59,-76.86,568.2,1.0,5035.0,151.0,-151.0,4.519,0.084,-0.063,0.791,0.071,-0.087,299.3161,40.82238,15.028,1.0
100,5792202,1.0,0,0,0,0,15.33528675,1.989e-05,-1.989e-05,174.00278,0.00103,-0.00103,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3081.4,39.0,-39.0,5.0,0.49,-0.18,610.0,,,32.67,9.96,-4.63,86.6,2.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,1.0
101,10875245,0.998,0,0,0,0,7.95825328,7.673e-05,-7.673e-05,137.80219,0.00767,-0.00767,0.706,0.237,-0.494,4.377,0.229,-0.229,50.0,3.7,-3.7,1.06,0.05,-0.04,1074.0,,,314.15,44.14,-35.07,14.7,4.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,1.0
102,5792202,1.0,0,0,0,0,31.33046135,3.977e-05,-3.977e-05,153.43031,0.00103,-0.00103,0.798,0.021,-0.043,5.176,0.102,-0.102,5073.8,48.4,-48.4,6.5,0.64,-0.23,481.0,,,12.61,3.84,-1.79,117.2,1.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,1.0
103,5436502,0.999,0,0,0,0,23.65369415,1.748e-05,-1.748e-05,171.376107,0.000603,-0.000603,0.008,0.169,-0.008,8.2183,0.021,-0.021,3341.8,13.2,-13.2,7.89,1.38,-1.52,731.0,,,67.65,33.37,-26.59,266.3,1.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,1.0
104,5436502,0.996,0,0,0,0,13.23352214,4.503e-05,-4.503e-05,140.32196,0.00275,-0.00275,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,504.6,10.8,-10.8,3.06,0.54,-0.58,888.0,,,146.67,72.35,-57.65,49.1,2.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,1.0
105,5436502,0.997,0,0,0,0,6.15560285,2.704e-05,-2.704e-05,134.81656,0.00345,-0.00345,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285.0,8.6,-8.6,2.32,0.4,-0.45,1146.0,,,406.94,200.73,-159.95,35.1,3.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,1.0
106,5436502,1.0,0,0,0,0,2.090811305,9.571e-06,-9.571e-06,134.17462,0.00398,-0.00398,0.746,0.053,-0.521,3.388,0.106,-0.106,115.9,6.4,-6.4,1.62,0.28,-0.32,1642.0,,,1718.04,847.46,-675.28,19.9,5.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,1.0
107,10875245,0.995,0,0,0,0,3.180027898,7.278e-06,-7.278e-06,133.49863,0.00181,-0.00181,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,120.3,2.7,-2.7,1.53,0.07,-0.05,1458.0,,,1066.86,149.88,-119.09,50.4,2.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,1.0
108,5436502,0.989,0,0,0,0,50.4467417,0.0006505,-0.0006505,178.5014,0.0103,-0.0103,0.379,0.111,-0.378,7.159,0.247,-0.247,370.3,20.1,-20.1,2.67,0.47,-0.51,568.0,,,24.64,12.16,-9.68,19.4,4.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,1.0
109,5456651,1.0,0,0,0,0,11.76307164,2.035e-05,-2.035e-05,180.93613,0.0013,-0.0013,0.048,0.393,-0.048,2.9076,0.05,-0.05,1037.3,23.9,-23.9,2.35,0.17,-0.08,616.0,,,33.99,8.24,-4.84,48.9,1.0,4959.0,99.0,,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208,1.0
110,5456651,0.878,0,0,0,0,56.2279271,0.0003134,-0.0003134,132.29259,0.00471,-0.00471,0.7,0.208,-0.496,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,0.17,-0.09,366.0,,,4.22,1.02,-0.6,20.9,2.0,4959.0,99.0,0.0,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208,1.0
111,5531576,1.0,0,0,0,0,7.953547,1.91e-05,-1.91e-05,174.66224,0.00182,-0.00182,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,875.4,25.3,-25.3,2.25,0.07,-0.14,696.0,,,55.37,7.15,-10.12,38.4,1.0,4768.0,76.0,-85.0,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66,1.0
112,5531576,1.0,0,0,0,0,4.14451656,1.44e-05,-1.44e-05,135.92831,0.00313,-0.00313,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,391.8,19.8,-19.8,1.48,0.05,-0.09,864.0,,,132.08,17.05,-24.15,22.8,2.0,4768.0,76.0,-85.0,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66,1.0
113,6291653,0.999,0,0,0,0,10.526294577,1.783e-06,-1.783e-06,176.522462,0.000136,-0.000136,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9768.0,26.4,-26.4,8.24,1.48,-0.8,713.0,,,61.16,34.56,-16.93,482.3,1.0,5386.0,159.0,-159.0,4.553,0.056,-0.104,0.793,0.143,-0.077,293.87811,41.66177,15.305,1.0
114,6392727,1.0,0,0,0,0,4.583520948,4.18e-06,-4.18e-06,169.973972,0.000733,-0.000733,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,5.39,1.6,-0.53,1038.0,,,274.98,239.18,-77.52,99.5,1.0,5815.0,157.0,-175.0,4.54,0.038,-0.212,0.877,0.26,-0.087,299.18686,41.74268,15.287,1.0
115,6422070,0.876,0,0,0,0,3.76181843,1.14e-05,-1.14e-05,171.90364,0.00209,-0.00209,0.926,0.0,-0.663,3.5176,0.0901,-0.0901,510.6,16.4,-16.4,2.66,0.73,-0.26,1121.0,,,372.62,300.78,-104.51,35.9,1.0,5653.0,154.0,-171.0,4.472,0.062,-0.188,0.949,0.26,-0.093,283.31638,41.83712,15.257,1.0
116,6428700,1.0,0,0,0,0,8.20396958,1.488e-05,-1.488e-05,169.69138,0.00143,-0.00143,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1024.4,21.2,-21.2,3.01,0.24,-0.3,742.0,,,71.5,22.24,-20.23,54.4,1.0,5015.0,149.0,-149.0,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376,1.0
117,6428700,1.0,0,0,0,0,14.49645186,6.36e-05,-6.36e-05,143.41659,0.00409,-0.00409,0.97,0.002,-0.663,4.016,0.305,-0.305,647.5,26.7,-26.7,3.01,0.24,-0.3,613.0,,,33.48,10.42,-9.47,25.7,2.0,5015.0,149.0,-149.0,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376,1.0
118,5792202,1.0,0,0,0,0,6.54626149,2.668e-05,-2.668e-05,133.85964,0.00317,-0.00317,0.644,0.295,-0.438,2.75,0.111,-0.111,655.9,30.0,-30.0,2.19,0.22,-0.08,810.0,,,101.78,31.02,-14.45,24.8,3.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,1.0
119,5794379,1.0,0,0,0,0,12.71809866,2.324e-05,-2.324e-05,175.35526,0.00152,-0.00152,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,1149.4,24.5,-24.5,2.31,0.17,-0.22,562.0,,,23.6,6.56,-6.6,52.7,1.0,4702.0,128.0,-142.0,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389,1.0
120,5794379,0.999,0,0,0,0,36.06588163,8.305e-05,-8.305e-05,198.58423,0.00172,-0.00172,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1563.8,32.1,-32.1,2.64,0.19,-0.26,397.0,,,5.88,1.64,-1.64,51.7,2.0,4702.0,128.0,-142.0,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389,1.0
121,5881688,1.0,0,0,0,0,4.190425659,1.611e-06,-1.611e-06,171.44122,0.000306,-0.000306,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2877.4,14.1,-14.1,6.21,2.05,-0.82,1234.0,,,547.9,549.04,-194.78,240.6,1.0,6073.0,190.0,-232.0,4.392,0.072,-0.217,1.135,0.375,-0.15,293.49661,41.137589,15.27,1.0
122,6022556,1.0,0,0,0,0,3.709870784,3.043e-06,-3.043e-06,171.987982,0.000638,-0.000638,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,2020.3,20.1,-20.1,4.35,0.64,-0.28,1151.0,,,415.1,163.27,-72.1,116.1,1.0,5727.0,77.0,-85.0,4.463,0.04,-0.12,0.978,0.146,-0.062,283.86441,41.346458,15.581,1.0
123,6032497,1.0,0,0,0,0,16.3297527,3.611e-05,-3.611e-05,177.29506,0.00181,-0.00181,0.791,0.091,-0.541,6.271,0.112,-0.112,1187.5,18.1,-18.1,3.75,1.11,-0.47,727.0,,,66.08,57.11,-21.98,74.6,1.0,5878.0,158.0,-193.0,4.444,0.084,-0.196,0.987,0.291,-0.125,288.51001,41.301769,15.447,1.0
124,6061119,0.985,0,0,0,0,27.807566216,4.747e-06,-4.747e-06,186.713552,0.000134,-0.000134,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,25391.0,47.3,-47.3,13.84,3.63,-1.21,554.0,,,22.24,17.69,-5.87,748.1,1.0,5862.0,177.0,-177.0,4.584,0.044,-0.176,0.785,0.206,-0.069,296.88821,41.396091,15.482,1.0
125,6191521,0.942,0,0,0,0,80.8723469,0.0001468,-0.0001468,203.895,0.00131,-0.00131,0.527,0.08,-0.309,11.195,0.13,-0.13,3604.6,25.9,-25.9,7.59,1.24,-1.52,452.0,,,9.88,4.3,-3.87,160.9,1.0,5510.0,82.0,-71.0,4.222,0.195,-0.105,1.238,0.202,-0.247,287.1543,41.565788,15.201,1.0
3805,6347890,,0,0,0,0,37.71508287,,,165.6372891,,,,,,1.8,,,,,,,,,,,,,,,,1.0,,,,,,,,,,285.62076,41.73806,15.294,1.0
3916,10678912,,0,0,0,0,113.71363032,,,179.5299204,,,,,,2.45,,,,,,,,,,,,,,,,1.0,,,,,,,,,,296.75278,47.973282,15.499,1.0
4068,11819396,,0,0,0,0,48.38798413,,,176.4653521,,,,,,1.23,,,,,,,,,,,,,,,,1.0,,,,,,,,,,294.56738,50.069721,15.025,1.0
